Id,Category
2998,1
2999,1
3000,1
3001,2
3002,1
3003,1
3004,1
3005,1
3006,1
3007,0
3008,2
3009,1
3010,1
3011,1
3012,2
3013,1
3014,1
3015,1
3016,2
3017,1
3018,1
3019,0
3020,2
3021,1
3022,2
3023,0
3024,2
3025,1
3026,2
3027,1
3028,2
3029,2
3030,1
3031,0
3032,2
3033,0
3034,2
3035,2
3036,2
3037,1
3038,1
3039,1
3040,0
3041,1
3042,1
3043,1
3044,1
3045,1
3046,0
3047,1
3048,1
3049,2
3050,1
3051,1
3052,1
3053,2
3054,1
3055,1
3056,1
3057,2
3058,1
3059,2
3060,2
3061,2
3062,1
3063,1
3064,1
3065,1
3066,1
3067,1
3068,1
3069,2
3070,1
3071,1
3072,1
3073,1
3074,1
3075,2
3076,1
3077,2
3078,2
3079,0
3080,0
3081,1
3082,1
3083,0
3084,1
3085,0
3086,1
3087,2
3088,1
3089,1
3090,1
3091,2
3092,0
3093,1
3094,0
3095,1
3096,0
3097,2
3098,2
3099,0
3100,2
3101,1
3102,1
3103,0
3104,1
3105,1
3106,2
3107,1
3108,1
3109,1
3110,1
3111,1
3112,2
3113,1
3114,1
3115,1
3116,1
3117,1
3118,1
3119,1
3120,1
3121,2
3122,1
3123,1
3124,1
3125,0
3126,0
3127,2
3128,0
3129,1
3130,2
3131,1
3132,1
3133,1
3134,1
3135,1
3136,1
3137,1
3138,0
3139,1
3140,1
3141,2
3142,0
3143,2
3144,2
3145,1
3146,1
3147,1
3148,1
3149,2
3150,2
3151,0
3152,0
3153,1
3154,1
3155,1
3156,1
3157,0
3158,0
3159,1
3160,1
3161,2
3162,0
3163,1
3164,2
3165,0
3166,1
3167,1
3168,0
3169,0
3170,1
3171,1
3172,1
3173,1
3174,0
3175,2
3176,1
3177,1
3178,1
3179,0
3180,2
3181,1
3182,1
3183,1
3184,1
3185,2
3186,1
3187,2
3188,1
3189,1
3190,2
3191,2
3192,1
3193,1
3194,1
3195,1
3196,1
3197,0
3198,1
3199,0
3200,0
3201,1
3202,0
3203,1
3204,1
3205,0
3206,1
3207,1
3208,1
3209,2
3210,2
3211,1
3212,1
3213,1
3214,0
3215,1
3216,2
3217,0
3218,2
3219,1
3220,1
3221,0
3222,2
3223,2
3224,2
3225,1
3226,1
3227,1
3228,2
3229,1
3230,0
3231,1
3232,2
3233,1
3234,1
3235,1
3236,0
3237,1
3238,1
3239,1
3240,2
3241,2
3242,1
3243,1
3244,2
3245,2
3246,0
3247,0
3248,1
3249,1
3250,1
3251,2
3252,0
3253,1
3254,2
3255,0
3256,0
3257,1
3258,1
3259,1
3260,1
3261,1
3262,1
3263,0
3264,1
3265,0
3266,2
3267,1
3268,1
3269,2
3270,0
3271,1
3272,2
3273,2
3274,1
3275,0
3276,1
3277,0
3278,1
3279,0
3280,2
3281,2
3282,2
3283,2
3284,0
3285,1
3286,0
3287,1
3288,1
3289,2
3290,0
3291,2
3292,1
3293,1
3294,1
3295,1
3296,1
3297,1
3298,2
3299,1
3300,0
3301,1
3302,1
3303,2
3304,1
3305,1
3306,0
3307,1
3308,2
3309,1
3310,2
3311,1
3312,1
3313,2
3314,0
3315,0
3316,0
3317,1
3318,1
3319,2
3320,2
3321,1
3322,0
3323,0
3324,2
3325,2
3326,1
3327,2
3328,0
3329,2
3330,2
3331,1
3332,1
3333,1
3334,2
3335,0
3336,1
3337,1
3338,1
3339,0
3340,1
3341,1
3342,1
3343,2
3344,1
3345,2
3346,2
3347,1
3348,2
3349,1
3350,1
3351,2
3352,1
3353,1
3354,2
3355,0
3356,2
3357,2
3358,2
3359,0
3360,2
3361,1
3362,2
3363,1
3364,1
3365,2
3366,2
3367,2
3368,1
3369,0
3370,1
3371,1
3372,2
3373,1
3374,1
3375,0
3376,1
3377,2
3378,0
3379,0
3380,1
3381,2
3382,0
3383,0
3384,2
3385,1
3386,1
3387,1
3388,1
3389,0
3390,0
3391,2
3392,1
3393,2
3394,1
3395,0
3396,1
3397,1
3398,0
3399,1
3400,1
3401,1
3402,1
3403,1
3404,1
3405,2
3406,1
3407,2
3408,0
3409,1
3410,2
3411,1
3412,1
3413,0
3414,2
3415,1
3416,2
3417,0
3418,1
3419,2
3420,1
3421,0
3422,1
3423,0
3424,1
3425,1
3426,1
3427,2
3428,1
3429,1
3430,1
3431,0
3432,1
3433,2
3434,1
3435,1
3436,0
3437,0
3438,2
3439,2
3440,2
3441,1
3442,1
3443,1
3444,1
3445,1
3446,0
3447,1
3448,1
3449,1
3450,1
3451,1
3452,1
3453,0
3454,0
3455,1
3456,1
3457,1
3458,1
3459,1
3460,1
3461,1
3462,1
3463,1
3464,2
3465,1
3466,1
3467,2
3468,0
3469,1
3470,2
3471,0
3472,0
3473,2
3474,1
3475,1
3476,2
3477,2
3478,2
3479,1
3480,1
3481,1
3482,1
3483,1
3484,1
3485,1
3486,1
3487,1
3488,1
3489,2
3490,1
3491,1
3492,1
3493,1
3494,1
3495,2
3496,2
3497,2
3498,2
3499,2
3500,2
3501,1
3502,0
3503,1
3504,1
3505,0
3506,1
3507,2
3508,1
3509,1
3510,1
3511,2
3512,2
3513,1
3514,1
3515,1
3516,1
3517,1
3518,2
3519,1
3520,1
3521,2
3522,1
3523,2
3524,1
3525,1
3526,1
3527,0
3528,2
3529,1
3530,1
3531,1
3532,0
3533,2
3534,1
3535,1
3536,1
3537,2
3538,1
3539,1
3540,1
3541,1
3542,2
3543,0
3544,2
3545,1
3546,1
3547,1
3548,1
3549,1
3550,2
3551,1
3552,1
3553,1
3554,1
3555,1
3556,1
3557,1
3558,2
3559,1
3560,1
3561,1
3562,1
3563,2
3564,0
3565,1
3566,1
3567,1
3568,0
3569,1
3570,2
3571,1
3572,1
3573,1
3574,1
3575,0
3576,1
3577,1
3578,1
3579,1
3580,0
3581,1
3582,0
3583,1
3584,1
3585,1
3586,1
3587,1
3588,1
3589,2
3590,2
3591,1
3592,0
3593,2
3594,1
3595,2
3596,1
3597,1
3598,1
3599,0
3600,1
3601,1
3602,1
3603,0
3604,2
3605,1
3606,1
3607,1
3608,1
3609,0
3610,1
3611,0
3612,1
3613,1
3614,1
3615,1
3616,0
3617,1
3618,1
3619,1
3620,1
3621,0
3622,2
3623,1
3624,0
3625,1
3626,2
3627,1
3628,1
3629,1
3630,2
3631,1
3632,1
3633,2
3634,1
3635,0
3636,1
3637,2
3638,1
3639,2
3640,2
3641,1
3642,1
3643,1
3644,1
3645,1
3646,1
3647,2
3648,1
3649,2
3650,2
3651,1
3652,0
3653,1
3654,1
3655,1
3656,0
3657,2
3658,0
3659,2
3660,1
3661,2
3662,1
3663,1
3664,2
3665,1
3666,1
3667,1
3668,1
3669,2
3670,1
3671,2
3672,2
3673,0
3674,0
3675,1
3676,1
3677,1
3678,1
3679,1
3680,1
3681,1
3682,1
3683,1
3684,0
3685,0
3686,2
3687,1
3688,1
3689,0
3690,2
3691,1
3692,0
3693,1
3694,1
3695,2
3696,1
3697,1
3698,2
3699,1
3700,1
3701,1
3702,1
3703,1
3704,2
3705,0
3706,0
3707,1
3708,1
3709,2
3710,2
3711,2
3712,0
3713,1
3714,1
3715,0
3716,1
3717,0
3718,2
3719,1
3720,2
3721,1
3722,1
3723,0
3724,1
3725,1
3726,1
3727,1
3728,0
3729,1
3730,1
3731,1
3732,2
3733,2
3734,1
3735,0
3736,1
3737,1
3738,1
3739,1
3740,1
3741,0
3742,0
3743,2
3744,0
3745,1
3746,1
3747,2
3748,0
3749,1
3750,0
3751,2
3752,0
3753,1
3754,0
3755,2
3756,2
3757,0
3758,1
3759,1
3760,2
3761,1
3762,1
3763,2
3764,2
3765,2
3766,1
3767,2
3768,2
3769,2
3770,2
3771,0
3772,2
3773,2
3774,0
3775,1
3776,1
3777,1
3778,0
3779,0
3780,2
3781,0
3782,0
3783,1
3784,1
3785,0
3786,1
3787,2
3788,1
3789,1
3790,1
3791,1
3792,2
3793,1
3794,2
3795,1
3796,1
3797,1
3798,1
3799,1
3800,1
3801,1
3802,2
3803,2
3804,0
3805,1
3806,2
3807,0
3808,0
3809,1
3810,1
3811,2
3812,2
3813,1
3814,0
3815,1
3816,1
3817,2
3818,1
3819,1
3820,0
3821,1
3822,1
3823,1
3824,2
3825,1
3826,1
3827,1
3828,2
3829,1
3830,2
3831,0
3832,1
3833,0
3834,2
3835,1
3836,1
3837,0
3838,2
3839,1
3840,1
3841,1
3842,1
3843,2
3844,2
3845,0
3846,1
3847,2
3848,1
3849,1
3850,1
3851,1
3852,0
3853,2
3854,0
3855,0
3856,1
3857,1
3858,0
3859,2
3860,1
3861,1
3862,0
3863,2
3864,1
3865,1
3866,2
3867,2
3868,1
3869,1
3870,1
3871,2
3872,2
3873,1
3874,2
3875,2
3876,1
3877,1
3878,1
3879,1
3880,2
3881,1
3882,1
3883,2
3884,1
3885,1
3886,1
3887,1
3888,2
3889,1
3890,1
3891,1
3892,2
3893,0
3894,2
3895,1
3896,1
3897,0
3898,1
3899,0
3900,1
3901,2
3902,1
3903,1
3904,1
3905,0
3906,0
3907,1
3908,0
3909,2
3910,1
3911,2
3912,2
3913,2
3914,0
3915,2
3916,2
3917,1
3918,1
3919,1
3920,1
3921,2
3922,0
3923,1
3924,1
3925,2
3926,1
3927,0
3928,1
3929,0
3930,2
3931,2
3932,2
3933,1
3934,1
3935,1
3936,1
3937,2
3938,2
3939,1
3940,2
3941,0
3942,1
3943,1
3944,1
3945,0
3946,0
3947,1
3948,1
3949,2
3950,1
3951,2
3952,0
3953,2
3954,2
3955,1
3956,1
3957,0
3958,1
3959,1
3960,2
3961,0
3962,0
3963,1
3964,2
3965,2
